"COUNTRY","Country","BIRTH","Place of birth","HATLEV1D","Educational attainment","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NZL","New Zealand","FB","Foreign-born","M","Medium","2021","2021","PC","Percentage","0","Units",,,79.5,,
"NZL","New Zealand","FB","Foreign-born","M","Medium","2022","2022","PC","Percentage","0","Units",,,79.5,,
"NZL","New Zealand","FB","Foreign-born","H","High","2015","2015","PC","Percentage","0","Units",,,84,,
"NZL","New Zealand","FB","Foreign-born","H","High","2016","2016","PC","Percentage","0","Units",,,83.6,,
"NZL","New Zealand","FB","Foreign-born","H","High","2020","2020","PC","Percentage","0","Units",,,86.3,,
"NZL","New Zealand","FB","Foreign-born","H","High","2021","2021","PC","Percentage","0","Units",,,86.3,,
"NZL","New Zealand","FB","Foreign-born","H","High","2022","2022","PC","Percentage","0","Units",,,86.3,,
"NOR","Norway","FB","Foreign-born","T","Total","2015","2015","PC","Percentage","0","Units",,,71.5,,
"NOR","Norway","FB","Foreign-born","T","Total","2016","2016","PC","Percentage","0","Units",,,71.8,,
"NOR","Norway","FB","Foreign-born","T","Total","2017","2017","PC","Percentage","0","Units",,,72.8,,
"NOR","Norway","FB","Foreign-born","T","Total","2018","2018","PC","Percentage","0","Units",,,73.5,,
"NOR","Norway","FB","Foreign-born","T","Total","2019","2019","PC","Percentage","0","Units",,,72.9,,
"NOR","Norway","FB","Foreign-born","T","Total","2020","2020","PC","Percentage","0","Units",,,68,,
"NOR","Norway","FB","Foreign-born","T","Total","2021","2021","PC","Percentage","0","Units",,,70.2,,
"NOR","Norway","FB","Foreign-born","T","Total","2022","2022","PC","Percentage","0","Units",,,73.2,,
"NOR","Norway","FB","Foreign-born","L","Low","2015","2015","PC","Percentage","0","Units",,,52.5,,
"NOR","Norway","FB","Foreign-born","L","Low","2016","2016","PC","Percentage","0","Units",,,54.6,,
"NOR","Norway","FB","Foreign-born","L","Low","2017","2017","PC","Percentage","0","Units",,,58.5,,
"NOR","Norway","FB","Foreign-born","L","Low","2018","2018","PC","Percentage","0","Units",,,53.4,,
"NOR","Norway","FB","Foreign-born","L","Low","2019","2019","PC","Percentage","0","Units",,,55.1,,
"NOR","Norway","FB","Foreign-born","L","Low","2020","2020","PC","Percentage","0","Units",,,54.4,,
"NOR","Norway","FB","Foreign-born","L","Low","2021","2021","PC","Percentage","0","Units",,,51.5,,
"NOR","Norway","FB","Foreign-born","L","Low","2022","2022","PC","Percentage","0","Units",,,56.8,,
"NOR","Norway","FB","Foreign-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,74.5,,
"NOR","Norway","FB","Foreign-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,75.5,,
"NOR","Norway","FB","Foreign-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,71.5,,
"NOR","Norway","FB","Foreign-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,73.1,,
"NOR","Norway","FB","Foreign-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,72.8,,
"NOR","Norway","FB","Foreign-born","M","Medium","2020","2020","PC","Percentage","0","Units",,,70.2,,
"NOR","Norway","FB","Foreign-born","M","Medium","2021","2021","PC","Percentage","0","Units",,,72.5,,
"NOR","Norway","FB","Foreign-born","M","Medium","2022","2022","PC","Percentage","0","Units",,,75.7,,
"NOR","Norway","FB","Foreign-born","H","High","2015","2015","PC","Percentage","0","Units",,,80.3,,
"NOR","Norway","FB","Foreign-born","H","High","2016","2016","PC","Percentage","0","Units",,,79.5,,
"NOR","Norway","FB","Foreign-born","H","High","2017","2017","PC","Percentage","0","Units",,,83,,
"NOR","Norway","FB","Foreign-born","H","High","2018","2018","PC","Percentage","0","Units",,,85.2,,
"NOR","Norway","FB","Foreign-born","H","High","2019","2019","PC","Percentage","0","Units",,,84.2,,
"NOR","Norway","FB","Foreign-born","H","High","2020","2020","PC","Percentage","0","Units",,,81.8,,
"NOR","Norway","FB","Foreign-born","H","High","2021","2021","PC","Percentage","0","Units",,,81.9,,
"NOR","Norway","FB","Foreign-born","H","High","2022","2022","PC","Percentage","0","Units",,,83.1,,
"POL","Poland","FB","Foreign-born","T","Total","2015","2015","PC","Percentage","0","Units",,,68.6,,
"POL","Poland","FB","Foreign-born","T","Total","2016","2016","PC","Percentage","0","Units",,,70.3,,
"POL","Poland","FB","Foreign-born","T","Total","2017","2017","PC","Percentage","0","Units",,,75.4,,
"POL","Poland","FB","Foreign-born","T","Total","2018","2018","PC","Percentage","0","Units",,,79.3,,
"POL","Poland","FB","Foreign-born","T","Total","2019","2019","PC","Percentage","0","Units",,,79.4,,
"POL","Poland","FB","Foreign-born","T","Total","2020","2020","PC","Percentage","0","Units",,,76.4,,
"POL","Poland","FB","Foreign-born","T","Total","2021","2021","PC","Percentage","0","Units",,,80.4,,
"POL","Poland","FB","Foreign-born","T","Total","2022","2022","PC","Percentage","0","Units",,,75.1,,
"POL","Poland","FB","Foreign-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,57.3,,
"POL","Poland","FB","Foreign-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,65.6,,
"POL","Poland","FB","Foreign-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,73.3,,
"POL","Poland","FB","Foreign-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,76.7,,
"POL","Poland","FB","Foreign-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,78.4,,
"POL","Poland","FB","Foreign-born","M","Medium","2020","2020","PC","Percentage","0","Units",,,77.8,,
"POL","Poland","FB","Foreign-born","M","Medium","2021","2021","PC","Percentage","0","Units",,,76,,
"POL","Poland","FB","Foreign-born","M","Medium","2022","2022","PC","Percentage","0","Units",,,76,,
"POL","Poland","FB","Foreign-born","H","High","2015","2015","PC","Percentage","0","Units",,,78,,
"POL","Poland","FB","Foreign-born","H","High","2016","2016","PC","Percentage","0","Units",,,75.9,,
"POL","Poland","FB","Foreign-born","H","High","2017","2017","PC","Percentage","0","Units",,,77.4,,
"POL","Poland","FB","Foreign-born","H","High","2018","2018","PC","Percentage","0","Units",,,81.4,,
"POL","Poland","FB","Foreign-born","H","High","2019","2019","PC","Percentage","0","Units",,,81.1,,
"POL","Poland","FB","Foreign-born","H","High","2020","2020","PC","Percentage","0","Units",,,84.2,,
"POL","Poland","FB","Foreign-born","H","High","2021","2021","PC","Percentage","0","Units",,,88.6,,
"POL","Poland","FB","Foreign-born","H","High","2022","2022","PC","Percentage","0","Units",,,83.8,,
"PRT","Portugal","FB","Foreign-born","T","Total","2015","2015","PC","Percentage","0","Units",,,74.2,,
"PRT","Portugal","FB","Foreign-born","T","Total","2016","2016","PC","Percentage","0","Units",,,76.2,,
"PRT","Portugal","FB","Foreign-born","T","Total","2017","2017","PC","Percentage","0","Units",,,79,,
"PRT","Portugal","FB","Foreign-born","T","Total","2018","2018","PC","Percentage","0","Units",,,79.1,,
"PRT","Portugal","FB","Foreign-born","T","Total","2019","2019","PC","Percentage","0","Units",,,80.4,,
"PRT","Portugal","FB","Foreign-born","T","Total","2020","2020","PC","Percentage","0","Units",,,73.7,,
"PRT","Portugal","FB","Foreign-born","T","Total","2021","2021","PC","Percentage","0","Units",,,76.9,,
"PRT","Portugal","FB","Foreign-born","T","Total","2022","2022","PC","Percentage","0","Units",,,77.8,,
"PRT","Portugal","FB","Foreign-born","L","Low","2015","2015","PC","Percentage","0","Units",,,66.8,,
"PRT","Portugal","FB","Foreign-born","L","Low","2016","2016","PC","Percentage","0","Units",,,67.8,,
"PRT","Portugal","FB","Foreign-born","L","Low","2017","2017","PC","Percentage","0","Units",,,73.1,,
"PRT","Portugal","FB","Foreign-born","L","Low","2018","2018","PC","Percentage","0","Units",,,74.7,,
"PRT","Portugal","FB","Foreign-born","L","Low","2019","2019","PC","Percentage","0","Units",,,78.1,,
"PRT","Portugal","FB","Foreign-born","L","Low","2020","2020","PC","Percentage","0","Units",,,74.7,,
"PRT","Portugal","FB","Foreign-born","L","Low","2021","2021","PC","Percentage","0","Units",,,71.4,,
"PRT","Portugal","FB","Foreign-born","L","Low","2022","2022","PC","Percentage","0","Units",,,71.4,,
"PRT","Portugal","FB","Foreign-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,76,,
"PRT","Portugal","FB","Foreign-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,79.3,,
"PRT","Portugal","FB","Foreign-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,80.1,,
"PRT","Portugal","FB","Foreign-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,78.9,,
"PRT","Portugal","FB","Foreign-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,80.3,,
"PRT","Portugal","FB","Foreign-born","M","Medium","2020","2020","PC","Percentage","0","Units",,,77.2,,
"PRT","Portugal","FB","Foreign-born","M","Medium","2021","2021","PC","Percentage","0","Units",,,77.3,,
"PRT","Portugal","FB","Foreign-born","M","Medium","2022","2022","PC","Percentage","0","Units",,,81.1,,
"PRT","Portugal","FB","Foreign-born","H","High","2015","2015","PC","Percentage","0","Units",,,81,,
"PRT","Portugal","FB","Foreign-born","H","High","2016","2016","PC","Percentage","0","Units",,,81.6,,
"PRT","Portugal","FB","Foreign-born","H","High","2017","2017","PC","Percentage","0","Units",,,83.5,,
"PRT","Portugal","FB","Foreign-born","H","High","2018","2018","PC","Percentage","0","Units",,,83.6,,
"PRT","Portugal","FB","Foreign-born","H","High","2019","2019","PC","Percentage","0","Units",,,82.4,,
"PRT","Portugal","FB","Foreign-born","H","High","2020","2020","PC","Percentage","0","Units",,,83.6,,
"PRT","Portugal","FB","Foreign-born","H","High","2021","2021","PC","Percentage","0","Units",,,91,,
"PRT","Portugal","FB","Foreign-born","H","High","2022","2022","PC","Percentage","0","Units",,,91.1,,
"SVK","Slovak Republic","FB","Foreign-born","T","Total","2015","2015","PC","Percentage","0","Units",,,61.2,,
"SVK","Slovak Republic","FB","Foreign-born","T","Total","2016","2016","PC","Percentage","0","Units",,,69.6,,
"SVK","Slovak Republic","FB","Foreign-born","T","Total","2017","2017","PC","Percentage","0","Units",,,70.8,,
"SVK","Slovak Republic","FB","Foreign-born","T","Total","2018","2018","PC","Percentage","0","Units",,,73.8,,
"SVK","Slovak Republic","FB","Foreign-born","T","Total","2019","2019","PC","Percentage","0","Units",,,81.7,,
"SVK","Slovak Republic","FB","Foreign-born","T","Total","2020","2020","PC","Percentage","0","Units",,,73.3,,
"SVK","Slovak Republic","FB","Foreign-born","T","Total","2021","2021","PC","Percentage","0","Units",,,73.7,,
"SVK","Slovak Republic","FB","Foreign-born","T","Total","2022","2022","PC","Percentage","0","Units",,,78.3,,
"SVK","Slovak Republic","FB","Foreign-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,57.5,,
"SVK","Slovak Republic","FB","Foreign-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,67.7,,
"SVK","Slovak Republic","FB","Foreign-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,70.5,,
"SVK","Slovak Republic","FB","Foreign-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,74.7,,
"SVK","Slovak Republic","FB","Foreign-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,82.8,,
"SVK","Slovak Republic","FB","Foreign-born","M","Medium","2020","2020","PC","Percentage","0","Units",,,76.3,,
"SVK","Slovak Republic","FB","Foreign-born","M","Medium","2021","2021","PC","Percentage","0","Units",,,75.6,,
"SVK","Slovak Republic","FB","Foreign-born","M","Medium","2022","2022","PC","Percentage","0","Units",,,81.8,,
"SVK","Slovak Republic","FB","Foreign-born","H","High","2015","2015","PC","Percentage","0","Units",,,73.6,,
"SVK","Slovak Republic","FB","Foreign-born","H","High","2016","2016","PC","Percentage","0","Units",,,77.9,,
"SVK","Slovak Republic","FB","Foreign-born","H","High","2017","2017","PC","Percentage","0","Units",,,82.5,,
"SVK","Slovak Republic","FB","Foreign-born","H","High","2018","2018","PC","Percentage","0","Units",,,80.2,,
"SVK","Slovak Republic","FB","Foreign-born","H","High","2019","2019","PC","Percentage","0","Units",,,81,,
"SVK","Slovak Republic","FB","Foreign-born","H","High","2020","2020","PC","Percentage","0","Units",,,78.4,,
"SVK","Slovak Republic","FB","Foreign-born","H","High","2021","2021","PC","Percentage","0","Units",,,84.7,,
"SVK","Slovak Republic","FB","Foreign-born","H","High","2022","2022","PC","Percentage","0","Units",,,85.6,,
"ESP","Spain","FB","Foreign-born","T","Total","2015","2015","PC","Percentage","0","Units",,,59.8,,
"ESP","Spain","FB","Foreign-born","T","Total","2016","2016","PC","Percentage","0","Units",,,62.9,,
"ESP","Spain","FB","Foreign-born","T","Total","2017","2017","PC","Percentage","0","Units",,,65.6,,
"ESP","Spain","FB","Foreign-born","T","Total","2018","2018","PC","Percentage","0","Units",,,66.4,,
"ESP","Spain","FB","Foreign-born","T","Total","2019","2019","PC","Percentage","0","Units",,,67.6,,
"ESP","Spain","FB","Foreign-born","T","Total","2020","2020","PC","Percentage","0","Units",,,57.4,,
"ESP","Spain","FB","Foreign-born","T","Total","2021","2021","PC","Percentage","0","Units",,,60.4,,
"ESP","Spain","FB","Foreign-born","T","Total","2022","2022","PC","Percentage","0","Units",,,63.5,,
"ESP","Spain","FB","Foreign-born","L","Low","2015","2015","PC","Percentage","0","Units",,,51.8,,
"ESP","Spain","FB","Foreign-born","L","Low","2016","2016","PC","Percentage","0","Units",,,54.1,,
"ESP","Spain","FB","Foreign-born","L","Low","2017","2017","PC","Percentage","0","Units",,,59.2,,
"ESP","Spain","FB","Foreign-born","L","Low","2018","2018","PC","Percentage","0","Units",,,57.3,,
"ESP","Spain","FB","Foreign-born","L","Low","2019","2019","PC","Percentage","0","Units",,,62.4,,
"ESP","Spain","FB","Foreign-born","L","Low","2020","2020","PC","Percentage","0","Units",,,55.4,,
"ESP","Spain","FB","Foreign-born","L","Low","2021","2021","PC","Percentage","0","Units",,,52.4,,
"ESP","Spain","FB","Foreign-born","L","Low","2022","2022","PC","Percentage","0","Units",,,55.9,,
"ESP","Spain","FB","Foreign-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,63.4,,
"ESP","Spain","FB","Foreign-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,68.2,,
"ESP","Spain","FB","Foreign-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,67.6,,
"ESP","Spain","FB","Foreign-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,70.1,,
"ESP","Spain","FB","Foreign-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,70.8,,
"ESP","Spain","FB","Foreign-born","M","Medium","2020","2020","PC","Percentage","0","Units",,,63.7,,
"ESP","Spain","FB","Foreign-born","M","Medium","2021","2021","PC","Percentage","0","Units",,,62,,
"ESP","Spain","FB","Foreign-born","M","Medium","2022","2022","PC","Percentage","0","Units",,,64.7,,
"ESP","Spain","FB","Foreign-born","H","High","2015","2015","PC","Percentage","0","Units",,,66.7,,
"ESP","Spain","FB","Foreign-born","H","High","2016","2016","PC","Percentage","0","Units",,,69.8,,
"ESP","Spain","FB","Foreign-born","H","High","2017","2017","PC","Percentage","0","Units",,,72.1,,
"ESP","Spain","FB","Foreign-born","H","High","2018","2018","PC","Percentage","0","Units",,,74.2,,
"ESP","Spain","FB","Foreign-born","H","High","2019","2019","PC","Percentage","0","Units",,,70.8,,
"ESP","Spain","FB","Foreign-born","H","High","2020","2020","PC","Percentage","0","Units",,,67.9,,
"ESP","Spain","FB","Foreign-born","H","High","2021","2021","PC","Percentage","0","Units",,,70.2,,
"ESP","Spain","FB","Foreign-born","H","High","2022","2022","PC","Percentage","0","Units",,,74.2,,
"SWE","Sweden","FB","Foreign-born","T","Total","2015","2015","PC","Percentage","0","Units",,,69.5,,
"SWE","Sweden","FB","Foreign-born","T","Total","2016","2016","PC","Percentage","0","Units",,,70.2,,
"SWE","Sweden","FB","Foreign-born","T","Total","2017","2017","PC","Percentage","0","Units",,,71.5,,
"SWE","Sweden","FB","Foreign-born","T","Total","2018","2018","PC","Percentage","0","Units",,,71.8,,
"SWE","Sweden","FB","Foreign-born","T","Total","2019","2019","PC","Percentage","0","Units",,,71.8,,
"SWE","Sweden","FB","Foreign-born","T","Total","2020","2020","PC","Percentage","0","Units",,,63,,
"SWE","Sweden","FB","Foreign-born","T","Total","2021","2021","PC","Percentage","0","Units",,,64.9,,
"SWE","Sweden","FB","Foreign-born","T","Total","2022","2022","PC","Percentage","0","Units",,,68.8,,
"SWE","Sweden","FB","Foreign-born","L","Low","2015","2015","PC","Percentage","0","Units",,,52.3,,
"SWE","Sweden","FB","Foreign-born","L","Low","2016","2016","PC","Percentage","0","Units",,,53.9,,
"SWE","Sweden","FB","Foreign-born","L","Low","2017","2017","PC","Percentage","0","Units",,,54.9,,
"SWE","Sweden","FB","Foreign-born","L","Low","2018","2018","PC","Percentage","0","Units",,,55,,
"SWE","Sweden","FB","Foreign-born","L","Low","2019","2019","PC","Percentage","0","Units",,,55.7,,
"SWE","Sweden","FB","Foreign-born","L","Low","2020","2020","PC","Percentage","0","Units",,,49.8,,
"SWE","Sweden","FB","Foreign-born","L","Low","2021","2021","PC","Percentage","0","Units",,,41.8,,
"SWE","Sweden","FB","Foreign-born","L","Low","2022","2022","PC","Percentage","0","Units",,,46.5,,
"SWE","Sweden","FB","Foreign-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,75.2,,
"SWE","Sweden","FB","Foreign-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,74.5,,
"SWE","Sweden","FB","Foreign-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,76.3,,
"SWE","Sweden","FB","Foreign-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,76.1,,
"SWE","Sweden","FB","Foreign-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,74.8,,
"SWE","Sweden","FB","Foreign-born","M","Medium","2020","2020","PC","Percentage","0","Units",,,75.5,,
"SWE","Sweden","FB","Foreign-born","M","Medium","2021","2021","PC","Percentage","0","Units",,,72.5,,
"SWE","Sweden","FB","Foreign-born","M","Medium","2022","2022","PC","Percentage","0","Units",,,74,,
"SWE","Sweden","FB","Foreign-born","H","High","2015","2015","PC","Percentage","0","Units",,,78.3,,
"SWE","Sweden","FB","Foreign-born","H","High","2016","2016","PC","Percentage","0","Units",,,78.7,,
"SWE","Sweden","FB","Foreign-born","H","High","2017","2017","PC","Percentage","0","Units",,,79.5,,
"SWE","Sweden","FB","Foreign-born","H","High","2018","2018","PC","Percentage","0","Units",,,80.7,,
"SWE","Sweden","FB","Foreign-born","H","High","2019","2019","PC","Percentage","0","Units",,,81.2,,
"SWE","Sweden","FB","Foreign-born","H","High","2020","2020","PC","Percentage","0","Units",,,79.5,,
"SWE","Sweden","FB","Foreign-born","H","High","2021","2021","PC","Percentage","0","Units",,,80.7,,
"SWE","Sweden","FB","Foreign-born","H","High","2022","2022","PC","Percentage","0","Units",,,83.5,,
"CHE","Switzerland","FB","Foreign-born","T","Total","2015","2015","PC","Percentage","0","Units",,,77.6,,
"CHE","Switzerland","FB","Foreign-born","T","Total","2016","2016","PC","Percentage","0","Units",,,77.8,,
"CHE","Switzerland","FB","Foreign-born","T","Total","2017","2017","PC","Percentage","0","Units",,,77.6,,
"CHE","Switzerland","FB","Foreign-born","T","Total","2018","2018","PC","Percentage","0","Units",,,78.7,,
"CHE","Switzerland","FB","Foreign-born","T","Total","2019","2019","PC","Percentage","0","Units",,,79.5,,
"CHE","Switzerland","FB","Foreign-born","T","Total","2020","2020","PC","Percentage","0","Units",,,77,,
"CHE","Switzerland","FB","Foreign-born","T","Total","2021","2021","PC","Percentage","0","Units",,,75.2,,
"CHE","Switzerland","FB","Foreign-born","T","Total","2022","2022","PC","Percentage","0","Units",,,75.3,,
"CHE","Switzerland","FB","Foreign-born","L","Low","2015","2015","PC","Percentage","0","Units",,,68.6,,
"CHE","Switzerland","FB","Foreign-born","L","Low","2016","2016","PC","Percentage","0","Units",,,67.4,,
"CHE","Switzerland","FB","Foreign-born","L","Low","2017","2017","PC","Percentage","0","Units",,,67.1,,
"CHE","Switzerland","FB","Foreign-born","L","Low","2018","2018","PC","Percentage","0","Units",,,71,,
"CHE","Switzerland","FB","Foreign-born","L","Low","2019","2019","PC","Percentage","0","Units",,,71.7,,
"CHE","Switzerland","FB","Foreign-born","L","Low","2020","2020","PC","Percentage","0","Units",,,71.2,,
"CHE","Switzerland","FB","Foreign-born","L","Low","2021","2021","PC","Percentage","0","Units",,,63.6,,
"CHE","Switzerland","FB","Foreign-born","L","Low","2022","2022","PC","Percentage","0","Units",,,63.9,,
"CHE","Switzerland","FB","Foreign-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,78.9,,
"CHE","Switzerland","FB","Foreign-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,79.3,,
"CHE","Switzerland","FB","Foreign-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,79.4,,
"CHE","Switzerland","FB","Foreign-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,78.5,,
"CHE","Switzerland","FB","Foreign-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,78.4,,
"CHE","Switzerland","FB","Foreign-born","M","Medium","2020","2020","PC","Percentage","0","Units",,,78,,
"CHE","Switzerland","FB","Foreign-born","M","Medium","2021","2021","PC","Percentage","0","Units",,,74.7,,
"CHE","Switzerland","FB","Foreign-born","M","Medium","2022","2022","PC","Percentage","0","Units",,,76.2,,
"CHE","Switzerland","FB","Foreign-born","H","High","2015","2015","PC","Percentage","0","Units",,,82.3,,
"CHE","Switzerland","FB","Foreign-born","H","High","2016","2016","PC","Percentage","0","Units",,,83.1,,
"CHE","Switzerland","FB","Foreign-born","H","High","2017","2017","PC","Percentage","0","Units",,,82.2,,
"CHE","Switzerland","FB","Foreign-born","H","High","2018","2018","PC","Percentage","0","Units",,,83.2,,
"CHE","Switzerland","FB","Foreign-born","H","High","2019","2019","PC","Percentage","0","Units",,,84.3,,
"CHE","Switzerland","FB","Foreign-born","H","High","2020","2020","PC","Percentage","0","Units",,,84.2,,
"CHE","Switzerland","FB","Foreign-born","H","High","2021","2021","PC","Percentage","0","Units",,,83.3,,
"CHE","Switzerland","FB","Foreign-born","H","High","2022","2022","PC","Percentage","0","Units",,,82.8,,
"GBR","United Kingdom","FB","Foreign-born","T","Total","2015","2015","PC","Percentage","0","Units",,,75.4,,
"GBR","United Kingdom","FB","Foreign-born","T","Total","2016","2016","PC","Percentage","0","Units",,,76.1,,
"GBR","United Kingdom","FB","Foreign-born","T","Total","2017","2017","PC","Percentage","0","Units",,,77.1,,
"GBR","United Kingdom","FB","Foreign-born","T","Total","2018","2018","PC","Percentage","0","Units",,,78.3,,
"GBR","United Kingdom","FB","Foreign-born","T","Total","2019","2019","PC","Percentage","0","Units",,,79.2,,
"GBR","United Kingdom","FB","Foreign-born","T","Total","2021","2021","PC","Percentage","0","Units",,,75.5,,
"GBR","United Kingdom","FB","Foreign-born","T","Total","2022","2022","PC","Percentage","0","Units",,,75.8,,
"GBR","United Kingdom","FB","Foreign-born","L","Low","2015","2015","PC","Percentage","0","Units",,,56.6,,
"GBR","United Kingdom","FB","Foreign-born","L","Low","2016","2016","PC","Percentage","0","Units",,,59.5,,
"GBR","United Kingdom","FB","Foreign-born","L","Low","2017","2017","PC","Percentage","0","Units",,,58.3,,
"GBR","United Kingdom","FB","Foreign-born","L","Low","2018","2018","PC","Percentage","0","Units",,,61.8,,
"GBR","United Kingdom","FB","Foreign-born","L","Low","2019","2019","PC","Percentage","0","Units",,,66.3,,
"GBR","United Kingdom","FB","Foreign-born","L","Low","2020","2020","PC","Percentage","0","Units",,,63.6,,
"GBR","United Kingdom","FB","Foreign-born","L","Low","2021","2021","PC","Percentage","0","Units",,,67.3,,
"GBR","United Kingdom","FB","Foreign-born","L","Low","2022","2022","PC","Percentage","0","Units",,,69.6,,
"GBR","United Kingdom","FB","Foreign-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,75.6,,
"GBR","United Kingdom","FB","Foreign-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,76.5,,
"GBR","United Kingdom","FB","Foreign-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,77.7,,
"GBR","United Kingdom","FB","Foreign-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,77.8,,
"GBR","United Kingdom","FB","Foreign-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,80,,
"GBR","United Kingdom","FB","Foreign-born","M","Medium","2020","2020","PC","Percentage","0","Units",,,78.7,,
"GBR","United Kingdom","FB","Foreign-born","M","Medium","2021","2021","PC","Percentage","0","Units",,,77.6,,
"GBR","United Kingdom","FB","Foreign-born","M","Medium","2022","2022","PC","Percentage","0","Units",,,76.5,,
"GBR","United Kingdom","FB","Foreign-born","H","High","2015","2015","PC","Percentage","0","Units",,,82.5,,
"GBR","United Kingdom","FB","Foreign-born","H","High","2016","2016","PC","Percentage","0","Units",,,81.8,,
"GBR","United Kingdom","FB","Foreign-born","H","High","2017","2017","PC","Percentage","0","Units",,,83.6,,
"GBR","United Kingdom","FB","Foreign-born","H","High","2018","2018","PC","Percentage","0","Units",,,84.3,,
"GBR","United Kingdom","FB","Foreign-born","H","High","2019","2019","PC","Percentage","0","Units",,,83.1,,
"GBR","United Kingdom","FB","Foreign-born","H","High","2020","2020","PC","Percentage","0","Units",,,84.6,,
"GBR","United Kingdom","FB","Foreign-born","H","High","2021","2021","PC","Percentage","0","Units",,,85,,
"GBR","United Kingdom","FB","Foreign-born","H","High","2022","2022","PC","Percentage","0","Units",,,86.2,,
"USA","United States","FB","Foreign-born","T","Total","2015","2015","PC","Percentage","0","Units",,,72.5,,
"USA","United States","FB","Foreign-born","T","Total","2016","2016","PC","Percentage","0","Units",,,73.2,,
"USA","United States","FB","Foreign-born","T","Total","2017","2017","PC","Percentage","0","Units",,,74,,
"USA","United States","FB","Foreign-born","T","Total","2018","2018","PC","Percentage","0","Units",,,74.6,,
"USA","United States","FB","Foreign-born","T","Total","2019","2019","PC","Percentage","0","Units",,,75.2,,
"USA","United States","FB","Foreign-born","T","Total","2020","2020","PC","Percentage","0","Units",,,67,,
"USA","United States","FB","Foreign-born","T","Total","2021","2021","PC","Percentage","0","Units",,,70,,
"USA","United States","FB","Foreign-born","T","Total","2022","2022","PC","Percentage","0","Units",,,72.6,,
"USA","United States","FB","Foreign-born","L","Low","2015","2015","PC","Percentage","0","Units",,,65.8,,
"USA","United States","FB","Foreign-born","L","Low","2016","2016","PC","Percentage","0","Units",,,66.1,,
"USA","United States","FB","Foreign-born","L","Low","2017","2017","PC","Percentage","0","Units",,,67,,
"USA","United States","FB","Foreign-born","L","Low","2018","2018","PC","Percentage","0","Units",,,68.1,,
"USA","United States","FB","Foreign-born","L","Low","2019","2019","PC","Percentage","0","Units",,,67.1,,
"USA","United States","FB","Foreign-born","L","Low","2020","2020","PC","Percentage","0","Units",,,60.8,,
"USA","United States","FB","Foreign-born","L","Low","2021","2021","PC","Percentage","0","Units",,,58.9,,
"USA","United States","FB","Foreign-born","L","Low","2022","2022","PC","Percentage","0","Units",,,60.9,,
"USA","United States","FB","Foreign-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,71.6,,
"USA","United States","FB","Foreign-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,72.4,,
"USA","United States","FB","Foreign-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,73.7,,
"USA","United States","FB","Foreign-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,74.3,,
"USA","United States","FB","Foreign-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,75.1,,
"USA","United States","FB","Foreign-born","M","Medium","2020","2020","PC","Percentage","0","Units",,,66.7,,
